comune_key,date,assigned_model,actual_kwh,pred_kwh_mixed_actual,pred_kwh_gamm_actual,pred_kwh_mixed_q95,pred_kwh_gamm_q95,pred_kwh_prophet_actual,pred_kwh_prophet_q95,arrivals_actual,arrivals_q95,arrivals_multiplier_q95,load_actual_assigned,load_q95_assigned,delta_kwh_q95_minus_actual,delta_pct_q95_minus_actual,comune_key_norm,comune_nome,istat_muni_code,risk_score,p_energy_given_tourism_upper_95,lift_upper_95,p_energy_given_tourism_upper_90,lift_upper_90,tourism_intensity_rank,risk_rank,scenario_tail_impact_kwh,scenario_tail_impact_weighted,abs_shock_kwh,abs_tail_impact_kwh
ayas,2025-06-01,Prophet,694066.0000000001,633919.7361789946,751068.5697593415,655802.5971623769,779055.3912464911,664154.706918965,696046.1050925718,6846.9999999999945,8631.59991459081,1.2606396837433644,664154.706918965,696046.1050925718,31891.39817360684,4.801802628419516,ayas,Ayas,7007,0.383172767896169,0.333333333333333,6.66666666666667,0.272727272727273,2.72727272727273,8,3,10630.466057868936,4073.3051034199166,31891.39817360684,10630.466057868936
gressan,2025-08-01,GAMM,866319.0000000003,828741.4186266965,875584.2875778534,861011.8684477601,907134.1409940536,NA,NA,5751.999999999997,9416.07536077577,1.6370089292030208,875584.2875778534,907134.1409940536,31549.85341620003,3.603291409382981,gressan,Gressan,7031,0.375662509191696,0.333333333333333,6.66666666666667,0.25,2.5,28,4,10516.6178054,3950.699032986631,31549.85341620003,10516.6178054
saint vincent,2025-07-01,Mixed,1462723.9999999993,1419949.261584788,1503798.5836330676,1472112.2290429114,1545577.9189242297,NA,NA,7747.000000000005,12097.8970247592,1.5616234703445453,1419949.261584788,1472112.2290429114,52162.96745812334,3.673579674241667,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,10432.59349162467,2922.1580975323714,52162.96745812334,10432.59349162467
gressan,2025-01-01,GAMM,1801534,1821000.1975775184,1875548.5591313357,1854678.8740087429,1905682.9470886856,NA,NA,7369.999999999994,9335.81304988052,1.266731757107263,1875548.5591313357,1905682.9470886856,30134.38795735012,1.6066972945401492,gressan,Gressan,7031,0.375662509191696,0.333333333333333,6.66666666666667,0.25,2.5,28,4,10044.795985783363,3773.453264338054,30134.38795735012,10044.795985783363
courmayeur,2025-08-01,GAMM,1984036.999999999,1897395.5277863017,1735820.7207511233,1970147.7278618969,1815676.538865087,NA,NA,52506.00000000005,93302.6059990406,1.7769894107157378,1735820.7207511233,1815676.538865087,79855.81811396405,4.600464619376643,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,9981.977264245506,2210.2664516803256,79855.81811396405,9981.977264245506
saint vincent,2025-03-01,Mixed,1342136.000000001,1369122.893942943,1470229.1103868957,1415626.3603815993,1511324.0538187306,NA,NA,6375.000000000003,9631.76772261747,1.510865525116465,1369122.893942943,1415626.3603815993,46503.46643865621,3.396588183894189,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,9300.693287731241,2605.1140807151655,46503.46643865621,9300.693287731241
saint vincent,2025-04-01,Mixed,1232982.0000000007,1313862.2916735809,1436412.703252507,1360351.1704585345,1486474.794592612,NA,NA,4844.999999999998,7445.22673213352,1.5366825040523266,1313862.2916735809,1360351.1704585345,46488.87878495362,3.538337242766642,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,9297.775756990724,2604.296883525891,46488.87878495362,9297.775756990724
gressan,2025-07-01,GAMM,824372.0000000005,766556.3551676399,838371.8054070012,793311.2412210143,865197.3039595649,NA,NA,5981.999999999995,9312.89397686549,1.5568194545077727,838371.8054070012,865197.3039595649,26825.498552563717,3.1997138238136325,gressan,Gressan,7031,0.375662509191696,0.333333333333333,6.66666666666667,0.25,2.5,28,4,8941.832850854562,3359.1113655247614,26825.498552563717,8941.832850854562
courmayeur,2025-01-01,GAMM,3297485.9999999995,3747022.25741976,3515900.931324869,3799312.243573107,3579293.1830370836,NA,NA,19329.99999999999,23889.0656252132,1.2358544037875434,3515900.931324869,3579293.1830370836,63392.25171221467,1.80301586849112,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,7924.031464026833,1754.584331676663,63392.25171221467,7924.031464026833
courmayeur,2025-07-01,GAMM,1898570.999999999,1782636.6689380335,1648162.027292846,1839392.3313385083,1711082.1704591135,NA,NA,57689.00000000004,93126.5358717405,1.614285840831709,1648162.027292846,1711082.1704591135,62920.143166267546,3.817594515850819,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,7865.017895783443,1741.5172101405801,62920.143166267546,7865.017895783443
torgnon,2025-01-01,Mixed,593324.9999999999,664942.9191653964,709607.1599846049,687498.6600594381,725582.6767564662,NA,NA,2788,3620.05090407837,1.2984400660252402,664942.9191653964,687498.6600594381,22555.740894041723,3.3921319024424745,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,7518.5802980139,2675.147784608258,22555.740894041723,7518.5802980139
cogne,2025-09-01,GAMM,446750.0000000001,542196.5976076999,564757.0875099637,592924.0861827941,624162.1417840548,NA,NA,6229.9999999999945,15115.3549908941,2.4262207047984132,564757.0875099637,624162.1417840548,59405.05427409115,10.5186912369724,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,7425.6317842613935,2015.03083550679,59405.05427409115,7425.6317842613935
saint vincent,2025-05-01,Mixed,1325812.0000000007,1329276.626899447,1468271.4500645683,1366313.6682312062,1501360.747305271,NA,NA,6792.0000000000055,9537.9694413912,1.4042946762943451,1329276.626899447,1366313.6682312062,37037.04133175919,2.7862553649309563,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,7407.408266351838,2074.807004090157,37037.04133175919,7407.408266351838
saint vincent,2025-01-01,Mixed,1554181.9999999993,1470905.0556824822,1650202.3929085608,1507474.0046167125,1684210.1121997084,NA,NA,6598.000000000003,8936.80382198908,1.354471631098678,1470905.0556824822,1507474.0046167125,36568.948934230255,2.48615291605363,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,7313.789786846051,2048.5845697370764,36568.948934230255,7313.789786846051
torgnon,2025-03-01,Mixed,428407.99999999977,424380.9056617647,487928.379406843,445475.1539015788,506293.31941483263,NA,NA,1989.999999999999,2909.4273714487,1.4620238047480911,424380.9056617647,445475.1539015788,21094.24823981413,4.970593153082725,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,7031.416079938036,2501.812363947748,21094.24823981413,7031.416079938036
valtournenche,2025-05-01,Mixed,1116164.9999999993,1109541.5989760992,1284511.894630334,1154663.1097661408,1353741.5473897967,NA,NA,2868.999999999999,3810.16997224566,1.3280480907095369,1109541.5989760992,1154663.1097661408,45121.51079004165,4.066680404924017,valtournenche,Valtournenche,7071,0.27967474493287,0.142857142857143,2.85714285714286,0.354838709677419,3.54838709677419,6,10,6445.930112863099,1802.7638601700928,45121.51079004165,6445.930112863099
torgnon,2025-09-01,Mixed,106506.99999999996,158506.18222338724,168422.23677800913,177472.21919504262,193572.25796027583,NA,NA,417,1011.35090807719,2.425301937834988,158506.18222338724,177472.21919504262,18966.036971655383,11.965487216723192,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,6322.012323885121,2249.4030245277722,18966.036971655383,6322.012323885121
courmayeur,2025-04-01,GAMM,1587664.0000000007,1883727.0119350376,1797183.97926977,1920505.6211082628,1846956.524288288,NA,NA,4861.000000000004,6532.20700160708,1.343799012879464,1797183.97926977,1846956.524288288,49772.54501851811,2.7694741101988773,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,6221.568127314764,1377.615170283281,49772.54501851811,6221.568127314764
gressoney la trinite,2025-02-01,Mixed,901205.9999999992,857016.7885203309,924259.6644005802,887618.7983408939,943641.8775123684,NA,NA,3890.000000000002,6228.68697716402,1.6012048784483337,857016.7885203309,887618.7983408939,30602.00982056302,3.5707596666103125,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,5667.038855659813,1572.207947695923,30602.00982056302,5667.038855659813
cogne,2025-02-01,GAMM,685619.0000000006,668970.9606081361,729168.1066768272,701625.911010282,770699.8573068766,NA,NA,6880,11033.4857715895,1.6037043272659155,729168.1066768272,770699.8573068766,41531.750630049384,5.695771695134844,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,5191.468828756173,1408.7649476086337,41531.750630049384,5191.468828756173
gressan,2025-06-01,GAMM,657951,571670.2706269576,647620.7885511377,579954.5768386066,663082.2244608143,NA,NA,1485.0000000000002,1788.06589046671,1.2040847747250571,647620.7885511377,663082.2244608143,15461.435909676598,2.3874211858249783,gressan,Gressan,7031,0.375662509191696,0.333333333333333,6.66666666666667,0.25,2.5,28,4,5153.811969892194,1936.0939365118993,15461.435909676598,5153.811969892194
torgnon,2025-08-01,Mixed,249934.00000000015,234427.3016374201,275373.9916886889,249155.38767787511,287206.8256852941,NA,NA,2332,3757.54151033421,1.611295673385167,234427.3016374201,249155.38767787511,14728.086040455004,6.282581396272002,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,4909.362013484996,1746.7751082852162,14728.086040455004,4909.362013484996
cogne,2025-08-01,GAMM,739994.0000000002,665945.676609954,705306.7780384531,704688.7853554388,742602.6416409385,NA,NA,12526,21937.0728524995,1.7513230762014609,705306.7780384531,742602.6416409385,37295.86360248539,5.287892412746964,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,4661.982950310674,1265.082847144881,37295.86360248539,4661.982950310674
gressoney la trinite,2025-09-01,Mixed,287340.00000000023,335317.59848670283,381800.9493155872,359730.65996968874,398341.16824741894,NA,NA,3696.0000000000023,9489.43964456429,2.5674890813215057,335317.59848670283,359730.65996968874,24413.06148298591,7.280578649364866,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,4520.937311664054,1254.2447217093766,24413.06148298591,4520.937311664054
courmayeur,2025-05-01,GAMM,1130509.9999999993,1353492.133933275,1304584.1183959448,1380912.3671731416,1340304.7271242228,NA,NA,3932.999999999999,5343.7168173328,1.3586872151875924,1304584.1183959448,1340304.7271242228,35720.60872827796,2.7380839782258137,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,4465.076091034745,988.682665463873,35720.60872827796,4465.076091034745
cogne,2025-03-01,GAMM,662234.0000000003,612936.1117523905,660969.3815558077,636390.2884088695,695708.9654404201,NA,NA,5003.000000000003,7258.67209467066,1.450863900593775,660969.3815558077,695708.9654404201,34739.583884612424,5.255853728480053,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,4342.447985576553,1178.373348792631,34739.583884612424,4342.447985576553
courmayeur,2025-06-01,GAMM,1431252.999999999,1569033.5268902287,1589838.5126485126,1596048.2024431266,1623766.5061640078,NA,NA,30394.999999999993,39453.3902205911,1.298022379358155,1589838.5126485126,1623766.5061640078,33927.99351549521,2.1340528138908077,courmayeur,Courmayeur,7022,0.221425714882891,0.125,2.5,0.170731707317073,1.70731707317073,4,13,4240.999189436901,939.0662773388271,33927.99351549521,4240.999189436901
torgnon,2025-07-01,Mixed,205883.9999999999,199789.19153817373,239329.7819017701,211643.34916642983,248960.4843245484,NA,NA,2408.0000000000005,3781.27993461035,1.5702989761670887,199789.19153817373,211643.34916642983,11854.1576282561,5.933332797931223,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,3951.3858760853627,1405.9224951463805,11854.1576282561,3951.3858760853627
saint vincent,2025-06-01,Mixed,1392608.0000000007,1330197.1481316208,1514930.6783468483,1348966.0792735207,1534797.0355988762,NA,NA,5905.999999999997,7022.25381049017,1.1890033542990472,1330197.1481316208,1348966.0792735207,18768.9311418999,1.4109886769989366,saint vincent,Saint-Vincent,7065,0.280098913072602,0.2,4,0.210526315789474,2.10526315789474,23,9,3753.78622837998,1051.4314424761344,18768.9311418999,3753.78622837998
gressoney la trinite,2025-03-01,Mixed,912369.9999999992,823510.8685515816,884994.1247843781,843045.6953764512,898158.9326909463,NA,NA,3582.000000000002,4906.20675249565,1.369683627162381,823510.8685515816,843045.6953764512,19534.82682486961,2.37213952734201,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,3617.560523123999,1003.620682792084,19534.82682486961,3617.560523123999
valtournenche,2025-06-01,Mixed,957914.0000000003,982600.117229254,1173467.1078963804,1007035.630937914,1201343.7829146497,NA,NA,5958.000000000003,7096.06260629883,1.1910142004529751,982600.117229254,1007035.630937914,24435.51370866003,2.486821778279813,valtournenche,Valtournenche,7071,0.27967474493287,0.142857142857143,2.85714285714286,0.354838709677419,3.54838709677419,6,10,3490.787672665722,976.2851519675926,24435.51370866003,3490.787672665722
gressan,2025-05-01,GAMM,644063.0000000005,582702.0477159594,627898.429203778,595974.6313671933,637907.178029408,NA,NA,352.99999999999994,472.35463871973,1.3381151238519269,627898.429203778,637907.178029408,10008.74882562994,1.5940076229083333,gressan,Gressan,7031,0.375662509191696,0.333333333333333,6.66666666666667,0.25,2.5,28,4,3336.24960854331,1253.3038992351935,10008.74882562994,3336.24960854331
gressoney la trinite,2025-08-01,Mixed,466776.0000000002,423734.5333894749,475458.7667182417,441623.7713519779,494139.052894915,NA,NA,15566.000000000004,27108.2329277953,1.7415028220349025,423734.5333894749,441623.7713519779,17889.237962502986,4.221803169877614,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,3312.8218449079573,919.0769582712774,17889.237962502986,3312.8218449079573
cogne,2025-01-01,GAMM,899081.0000000001,781983.137103021,855166.1042115754,801910.3398421801,881591.7548458992,NA,NA,7001.999999999999,8985.16130115172,1.2832278350687978,855166.1042115754,881591.7548458992,26425.65063432383,3.0901190428597625,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,3303.2063292904786,896.3631382408453,26425.65063432383,3303.2063292904786
cogne,2025-04-01,GAMM,390811.0000000003,408636.1103213421,420420.13847586775,424457.0409947221,445143.1877351778,NA,NA,1493.0000000000002,2175.80570263092,1.4573380459684662,420420.13847586775,445143.1877351778,24723.049259310064,5.880557803186481,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,3090.381157413758,838.6105730230857,24723.049259310064,3090.381157413758
gressoney la trinite,2025-07-01,Mixed,433932.9999999999,401336.2299705164,453464.3932707632,417778.0226197802,471302.09237285046,NA,NA,17430.000000000004,29869.3698106702,1.713675835379816,401336.2299705164,417778.0226197802,16441.792649263807,4.096762619829186,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,3044.7764165303315,844.7130508458014,16441.792649263807,3044.7764165303315
cogne,2025-07-01,GAMM,652473.9999999998,499105.0555728983,540439.1533703755,522926.5508759282,564599.898495646,NA,NA,12027.999999999993,19092.0178614223,1.5872977936001258,540439.1533703755,564599.898495646,24160.74512527045,4.470576377487689,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,3020.093140658806,819.5371089404691,24160.74512527045,3020.093140658806
gressoney la trinite,2025-01-01,Mixed,982692,1004029.1217821328,1032347.8395954014,1019831.5435094776,1042681.9406931024,NA,NA,3674,4530.46848134268,1.233116080931595,1004029.1217821328,1019831.5435094776,15802.421727345092,1.573900735000211,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,2926.374393952792,811.8647493499038,15802.421727345092,2926.374393952792
cogne,2025-05-01,GAMM,424590.0000000003,455072.0060639551,467285.8739630895,469943.79820224183,490662.1938647836,NA,NA,3748.000000000003,5154.88062179746,1.3753683622725337,467285.8739630895,490662.1938647836,23376.319901694136,5.002573628737728,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,2922.039987711767,792.929254895549,23376.319901694136,2922.039987711767
torgnon,2025-04-01,Mixed,228851.00000000015,206776.6260735349,242258.6694097549,215409.20118552173,252770.5480161245,NA,NA,309.00000000000006,425.954463678897,1.3784934099640678,206776.6260735349,215409.20118552173,8632.575111986836,4.174831205978213,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,2877.5250373289423,1023.8375362964147,8632.575111986836,2877.5250373289423
gressoney la trinite,2025-04-01,Mixed,586676.0000000005,575025.1253291315,672245.468340069,587021.4162808345,682194.152826243,NA,NA,3060.999999999998,4038.22637202667,1.3192506932462178,575025.1253291315,587021.4162808345,11996.290951702977,2.086220309910214,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,2221.535361426475,616.3210876583239,11996.290951702977,2221.535361426475
torgnon,2025-05-01,Mixed,139548,152462.90553362083,168248.92918921218,158363.78374426687,174487.85938493552,NA,NA,274.9999999999999,370.51837501258,1.3473395455002914,152462.90553362083,158363.78374426687,5900.878210646013,3.8703697728919018,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,1966.959403548669,699.8538131204879,5900.878210646013,1966.959403548669
cogne,2025-06-01,GAMM,522834.00000000006,516945.79059625114,558036.9491217553,528923.1251815503,572889.2949085346,NA,NA,7950.999999999997,9977.07786045603,1.2548205081695425,558036.9491217553,572889.2949085346,14852.345786779304,2.661534475477678,cogne,Cogne,7021,0.271361534486216,0.125,2.5,0.363636363636364,3.63636363636364,9,12,1856.543223347413,503.79441792753966,14852.345786779304,1856.543223347413
chamois,2025-02-01,Prophet,168064.00000000015,192987.17756768395,197694.0072790621,199573.77385390605,209847.26086910188,171888.5435779633,177927.9532551169,623.0000000000001,1121.3775555308,1.7999639735646866,171888.5435779633,177927.9532551169,6039.409677153599,3.5135614924878933,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,1509.8524192883997,506.9105953515794,6039.409677153599,1509.8524192883997
brusson,2025-09-01,Prophet,162015,232933.17636051567,231222.59835799673,250086.8611662408,259223.51433369625,216706.3690651724,221104.63486476205,1805,4311.15157937714,2.388449628463789,216706.3690651724,221104.63486476205,4398.265799589659,2.029596923506638,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,1466.0885998632182,566.4568389028132,4398.265799589659,1466.0885998632182
brusson,2025-08-01,Prophet,382956.0000000003,334611.34870748216,353295.6379043855,348672.4745865453,372112.0427656397,364902.0946528084,369174.2870503351,4881.000000000002,8081.77702803719,1.65576255440221,364902.0946528084,369174.2870503351,4272.192397526698,1.1707777127427876,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,1424.064132508898,550.2197254457385,4272.192397526698,1424.064132508898
torgnon,2025-06-01,Mixed,153275.99999999988,148487.97295964722,187947.2912219988,152723.7997495774,193843.1801006929,NA,NA,1124.0000000000002,1401.02576376491,1.24646420263782,148487.97295964722,152723.7997495774,4235.826789930172,2.852639648519739,torgnon,Torgnon,7067,0.355804909779965,0.333333333333333,6.66666666666667,0.166666666666667,1.66666666666667,18,5,1411.9422633100558,502.37598961155396,4235.826789930172,1411.9422633100558
gressoney la trinite,2025-06-01,Mixed,347880.9999999998,359103.5874311963,417759.356073516,366551.4046639499,423661.3044547271,NA,NA,8759.000000000005,11536.1803166178,1.3170659112476073,359103.5874311963,366551.4046639499,7447.817232753616,2.0740024587419637,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,1379.2254134728905,382.6388369581426,7447.817232753616,1379.2254134728905
brusson,2025-02-01,Prophet,327675.0000000002,350476.3506799561,373401.56567636,364845.4236855001,396136.0569241829,313137.8152995252,316715.93787072913,3306.0000000000027,5408.65188711295,1.6360108551460817,313137.8152995252,316715.93787072913,3578.122571203916,1.142667029142208,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,1192.7075237346373,460.8298118499508,3578.122571203916,1192.7075237346373
gressoney la trinite,2025-05-01,Mixed,214408.00000000003,287413.9546351065,320436.7666386959,293838.39661573654,334129.58467340755,NA,NA,849.0000000000003,1142.43371147389,1.345622746141213,287413.9546351065,293838.39661573654,6424.441980630043,2.2352575012533293,gressoney la trinite,Gressoney-La-Trinité,7032,0.277430239626065,0.185185185185185,3.7037037037037,0.238095238095238,2.38095238095238,1,11,1189.7114778944513,330.06194039813755,6424.441980630043,1189.7114778944513
pre saint didier,2025-09-01,Prophet,175919.00000000012,215579.04126395824,223734.4796593384,229394.45554534823,244601.92233242965,241093.1994531344,269687.12379055854,3842,8902.29246909801,2.3170985083545057,241093.1994531344,269687.12379055854,28593.924337424163,11.860112355837105,pre saint didier,Pré-Saint-Didier,7053,0.129679479311003,0.037037037037037,0.740740740740741,0.0408163265306122,0.408163265306122,7,17,1059.0342347194123,137.3350081309399,28593.924337424163,1059.0342347194123
brusson,2025-07-01,Prophet,317699.0000000003,287859.0692047364,302838.77841900615,298829.28755347396,317737.46958116046,294589.2268906237,297721.344892773,4777.000000000003,7553.36827784772,1.5811949503553937,294589.2268906237,297721.344892773,3132.118002149334,1.063215391550032,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,1044.039334049777,403.3884588634077,3132.118002149334,1044.039334049777
bard,2025-09-01,GAMM,101846.99999999993,105741.90520398636,113848.96809941134,109096.92384012676,123844.11133052674,NA,NA,576.0000000000001,1395.44764404759,2.4226521598048434,113848.96809941134,123844.11133052674,9995.143231115391,8.779300680518931,bard,Bard,7009,0.190864585100967,0.1,2,0.112676056338028,1.12676056338028,10,14,999.5143231115392,190.7718865831578,9995.143231115391,999.5143231115392
chamois,2025-03-01,Prophet,163936.00000000003,173434.73624314612,177850.70136764846,177112.91838751765,185066.6806350607,173576.9217051726,177365.9163571038,448.0000000000001,647.150982262871,1.444533442551051,173576.9217051726,177365.9163571038,3788.994651931193,2.182890798332604,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,947.2486629827982,318.0247139153536,3788.994651931193,947.2486629827982
chamois,2025-09-01,Prophet,52925,69841.50322122393,67013.74663779172,73738.03811343183,72743.12464274102,63158.63937838162,66787.29242145858,135.00000000000006,350.540154622972,2.5965937379479396,63158.63937838162,66787.29242145858,3628.653043076963,5.745299580217056,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,907.1632607692408,304.5666336146586,3628.653043076963,907.1632607692408
brusson,2025-03-01,Prophet,294992.9999999998,305529.43545183114,316954.8001713757,314912.31870250317,333235.06903718744,294287.1754379821,296815.09192662814,1988.0000000000005,2879.94954011775,1.4486667706829726,294287.1754379821,296815.09192662814,2527.916488646064,0.8589964835823416,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,842.6388295486871,325.5727708185222,2527.916488646064,842.6388295486871
pre saint didier,2025-02-01,Prophet,323539.9999999997,294701.1007239877,316713.47997191735,306006.553904317,333879.7269704325,318121.8914796795,340481.15726612497,6907,11493.42846707,1.6640261281410162,318121.8914796795,340481.15726612497,22359.265786445467,7.028521577828517,pre saint didier,Pré-Saint-Didier,7053,0.129679479311003,0.037037037037037,0.740740740740741,0.0408163265306122,0.408163265306122,7,17,828.120955053535,107.39029425787292,22359.265786445467,828.120955053535
brusson,2025-01-01,Prophet,419219.9999999999,421893.114215788,443214.49903294694,430848.83824265574,458540.1784548227,412995.7261833109,415456.0899177768,2593.9999999999995,3355.38990375151,1.293519623651315,412995.7261833109,415456.0899177768,2460.3637344659073,0.5957358825969594,brusson,Brusson,7012,0.386372855607541,0.333333333333333,6.66666666666667,0.285714285714286,2.85714285714286,16,2,820.1212448219683,316.87258730627514,2460.3637344659073,820.1212448219683
chamois,2025-01-01,Prophet,294426.00000000006,274835.70737087686,272022.9131710941,278452.56059734826,278862.75140285416,236689.73326097737,239895.42834620393,473.00000000000017,594.802474518344,1.257510516952101,236689.73326097737,239895.42834620393,3205.695085226558,1.3543870454625573,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,801.4237713066395,269.06616557492697,3205.695085226558,801.4237713066395
chamois,2025-08-01,Prophet,98753.99999999993,91637.09608468614,100917.4219200686,94291.49446714322,106209.15873930148,107099.3796648322,110292.8576800415,635.9999999999999,1048.70436513911,1.6489062344954564,107099.3796648322,110292.8576800415,3193.4780152093153,2.981789460595685,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,798.3695038023288,268.0407404809282,3193.4780152093153,798.3695038023288
bard,2025-08-01,GAMM,156698.99999999994,130402.05827587856,147066.3583069821,132875.07208522657,154702.65061547182,NA,NA,1480.0000000000005,2519.14902400276,1.7021277189207833,147066.3583069821,154702.65061547182,7636.292308489734,5.192412728783258,bard,Bard,7009,0.190864585100967,0.1,2,0.112676056338028,1.12676056338028,10,14,763.6292308489734,145.74977631695984,7636.292308489734,763.6292308489734
pre saint didier,2025-08-01,Prophet,291314.99999999977,255791.399742859,269469.3783594737,264969.14496476593,283464.35193875764,298910.6802777103,318540.842324394,5500.000000000004,8860.65780057421,1.6110286910134917,298910.6802777103,318540.842324394,19630.16204668366,6.567233405124817,pre saint didier,Pré-Saint-Didier,7053,0.129679479311003,0.037037037037037,0.740740740740741,0.0408163265306122,0.408163265306122,7,17,727.0430387660608,94.28256270387213,19630.16204668366,727.0430387660608
chamois,2025-07-01,Prophet,87126.00000000001,81853.67537135906,87959.83951319523,84258.21993097893,92708.583662392,91462.6250204246,94228.44017102844,592.0000000000002,983.025442998628,1.660515951011195,91462.6250204246,94228.44017102844,2765.8151506038557,3.023984004380176,chamois,Chamois,7016,0.33573519429832,0.25,5,0.3,3,12,6,691.4537876509639,232.14537174530568,2765.8151506038557,691.4537876509639
bard,2025-02-01,GAMM,211386.99999999985,133253.81300120085,133746.29994658072,135613.2207216165,140011.3600589507,NA,NA,581.0000000000002,955.33070059101,1.6442869201222197,133746.29994658072,140011.3600589507,6265.060112369974,4.684286679236949,bard,Bard,7009,0.190864585100967,0.1,2,0.112676056338028,1.12676056338028,10,14,626.5060112369974,119.57780989801128,6265.060112369974,626.5060112369974
pre saint didier,2025-03-01,Prophet,315770,281376.95062716224,302217.03728874144,289740.76448544534,315148.19226957066,309082.14327227714,325857.2617555821,6153.000000000003,9144.80549645157,1.486235250520326,309082.14327227714,325857.2617555821,16775.118483304977,5.427398136205941,pre saint didier,Pré-Saint-Didier,7053,0.129679479311003,0.037037037037037,0.740740740740741,0.0408163265306122,0.408163265306122,7,17,621.3006845668504,80.56994927019886,16775.118483304977,621.3006845668504
