"comune_key","comune_nome","date","bagged_mean","q05","q50","q95"
"gressan","Gressan",2025-02-01,8445.9771598314,5415.1341476068,7902.96161127284,12745.9832875821
"gressan","Gressan",2025-03-01,5925.59691068798,3921.84571369257,5511.16128292799,9434.68650715281
"gressan","Gressan",2025-04-01,853.709996105342,576.082614366426,801.60066961091,1267.61147486002
"gressan","Gressan",2025-05-01,323.861787182902,247.682847503722,296.783465952706,472.35463871973
"gressan","Gressan",2025-06-01,1468.90329912011,1181.14049298708,1432.90714904338,1788.06589046671
"gressan","Gressan",2025-07-01,5886.22660559416,3957.88914594604,5485.87615290084,9312.89397686549
"gressan","Gressan",2025-08-01,5976.85830732386,3869.37094062806,5660.97640567324,9416.07536077577
"gressan","Gressan",2025-09-01,813.752934918466,489.465944142413,803.040880108445,1303.43012335194
"gressoney la trinite","Gressoney-La-Trinité",2025-01-01,3329.00304659616,2159.22928794946,3247.54541034341,4530.46848134268
"gressoney la trinite","Gressoney-La-Trinité",2025-02-01,4127.3667757057,2646.25920054796,3862.0067952796,6228.68697716402
"gressoney la trinite","Gressoney-La-Trinité",2025-03-01,3081.4170193937,2039.43034123889,2865.9030355587,4906.20675249565
"gressoney la trinite","Gressoney-La-Trinité",2025-04-01,2719.66157510217,1835.22479240532,2553.65703770903,4038.22637202667
"gressoney la trinite","Gressoney-La-Trinité",2025-05-01,783.289912297152,599.044047728708,717.798469030412,1142.43371147389
"gressoney la trinite","Gressoney-La-Trinité",2025-06-01,9477.01838991033,7620.44048768322,9244.77970105489,11536.1803166178
"gressoney la trinite","Gressoney-La-Trinité",2025-07-01,18878.9735724098,12694.190964009,17594.924193659,29869.3698106702
"gressoney la trinite","Gressoney-La-Trinité",2025-08-01,17206.963725704,11139.6526390955,16297.561470568,27108.2329277953
"gressoney la trinite","Gressoney-La-Trinité",2025-09-01,5924.41376269375,3563.48794752765,5846.42615463729,9489.43964456429
"gressoney saint jean","Gressoney-Saint-Jean",2025-01-01,3683.84832581371,2389.38597716023,3593.70795263464,5013.38043148106
"gressoney saint jean","Gressoney-Saint-Jean",2025-02-01,4689.11694019718,3006.42504525672,4387.64046691872,7076.43473599739
"gressoney saint jean","Gressoney-Saint-Jean",2025-03-01,2540.30056281974,1681.29338258156,2362.63220732422,4044.64559526805
"gressoney saint jean","Gressoney-Saint-Jean",2025-04-01,1363.3131632192,919.962299668998,1280.09833492805,2024.28391070535
"gressoney saint jean","Gressoney-Saint-Jean",2025-05-01,1279.71680963095,978.701149539341,1172.71874988363,1866.47574737001
"gressoney saint jean","Gressoney-Saint-Jean",2025-06-01,3271.30049530951,2630.44237292766,3191.13577401999,3982.08706906275
"gressoney saint jean","Gressoney-Saint-Jean",2025-07-01,4868.04031480455,3273.26234869746,4536.94158647677,7701.97044126632
"gressoney saint jean","Gressoney-Saint-Jean",2025-08-01,5228.02128317883,3384.57975577721,4951.71603719754,8236.34087658221
"gressoney saint jean","Gressoney-Saint-Jean",2025-09-01,3336.17314705092,2006.68172018017,3292.25653787702,5343.72091330117
"hone","Hône",2025-01-01,75.1243916566757,48.7265359730858,73.2861670339811,102.237421779656
"hone","Hône",2025-02-01,71.2607059795285,45.6887669750715,66.6791554240547,107.540874227809
"hone","Hône",2025-03-01,36.0384317392534,23.8519715692884,33.5179075951957,57.380093650313
"hone","Hône",2025-04-01,51.3908524348063,34.6784935870768,48.2540229252897,76.306514561603
"hone","Hône",2025-05-01,104.781549655428,80.1347785123292,96.0206875443167,152.824609110278
"hone","Hône",2025-06-01,101.81463133126,81.8688227577252,99.3196170225562,123.936864695531
