comune_key,variable,n_obs,x_sd,x_q10,x_q50,x_q90,pearson_r,spearman_rho,linear_adj_r2,quad_adj_r2,delta_adj_r2_quad,quad_term_p,aic_gain_quad,loess_r2,loess_gain_over_linear,sign_changes_binned,nonlinear_score,nonlinear_flag
champorcher,HDD,57,6.110348697024454,3.7986404010030794,13.51152342227225,18.688662919812316,0.4476257865980672,0.45210007778065864,0.18583009655167526,0.4391852819688292,0.25335518541715396,4.7572820715809274e-06,20.294274875987234,0.5638449769940597,0.3780148804423844,1,65.13700658595383,likely_nonlinear
charvensod,temp,57,6.3645344358708495,0.591876237951531,6.29043560206224,16.5231386083488,-0.6407770642527427,-0.6871273010111486,0.39987879600095233,0.5045868272481442,0.10470803124719186,7.996381861163469e-4,9.975054378906094,0.5557312365436291,0.15585244054267677,1,28.056047178986866,likely_nonlinear
charvensod,HDD,57,6.342978916704362,1.4768613916512003,11.709564397937761,17.40812376204847,0.6424841645689202,0.6871273010111486,0.40210928175312943,0.5040728948505588,0.1019636130974294,9.17387253545052e-4,9.703706260703754,0.558155340090934,0.1560460583378046,1,27.8009671435234,likely_nonlinear
chatillon,HDD,55,6.528068397050143,0,9.23569110461366,16.68117343501438,0.34962639678887325,0.6480130936406031,0.10567708180952406,0.2716573869970593,0.16598030518753526,6.751889770579159e-4,10.338895316499631,0.31883954854873364,0.21316246673920958,1,39.91427719267448,likely_nonlinear
chatillon,temp,55,6.9004428449152115,1.318826564985622,8.76430889538634,18.736293905740638,-0.3420180317211631,-0.6595238095238094,0.10031551013604756,0.23689595156078502,0.13658044142473746,0.0020973851332532077,8.103386726339437,0.30709448964387587,0.2067789795078283,1,36.33594209325658,likely_nonlinear
cogne,temp,57,5.92839180905475,-1.347707248052908,3.82920050988043,13.5189350921455,-0.006400784136710206,-0.04705729841845995,-0.018140103234479454,0.2044325988090121,0.22257270204349155,1.6591041367191206e-4,13.106503660189537,0.3320052010966975,0.35014530433117697,1,59.27180063746685,likely_nonlinear
cogne,HDD,57,5.92839180905475,4.4810649078545,14.17079949011957,19.347707248052906,0.006400784136710196,0.04705729841845995,-0.018140103234479454,0.2044325988090122,0.22257270204349167,1.6591041367191288e-4,13.106503660189524,0.33200520109668896,0.3501453043311684,1,59.271800637466,likely_nonlinear
courmayeur,HDD,57,5.815007211714587,4.275845480879541,14.49541895437295,19.27377412014227,0.6175278782068395,0.6474591651542652,0.3700923290965069,0.5207636770620123,0.1506713479655054,7.77718467447047e-5,14.628527358222613,0.6161272855353217,0.2460349564388148,2,42.470630440432025,likely_nonlinear
courmayeur,temp,57,5.815007211714587,-1.2737741201422739,3.50458104562705,13.724154519120459,-0.6175278782068395,-0.6474591651542652,0.3700923290965069,0.5207636770620122,0.1506713479655053,7.777184674470533e-5,14.628527358222598,0.6161272855353224,0.24603495643881546,1,41.67063044043208,likely_nonlinear
donnas,temp,57,6.453484528173248,2.3530360297235102,8.54372416253236,18.7947419236433,-0.251032595948969,-0.24967591392273794,0.04598131630576696,0.22204653189700752,0.17606521559124055,5.615980592425959e-4,10.67484386011418,0.28026272693213716,0.2342814106263702,1,43.03466262176107,likely_nonlinear
